regName,regCode,source,is_chemo,is_immuno,is_targeted,is_endocrine,is_supportive,anticancer,hemonc_modalities,class_eau,class_hemonc_mbc,class_any,accepted_uses,status
"Doxorubicin, Mercaptopurine, Pegaspargase, Vincristine, Prednisolone",78404,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,B-cell acute lymphoblastic leukemia pediatric,carried
"Doxorubicin, Methotrexate, Pegaspargase, Vincristine, Methylprednisolone",35089,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,other,B-cell acute lymphoblastic leukemia pediatric; T-cell acute lymphoblastic leukemia pediatric,carried
"Doxorubicin, Methotrexate, Vincristine, Prednisone",4969,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,B-cell acute lymphoblastic leukemia pediatric,carried
"Doxorubicin, Pegaspargase, Vincristine, Prednisone",20997,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,B-cell acute lymphoblastic leukemia pediatric,carried
Doxycycline monotherapy,24926,hemonc,0,0,0,0,1,0,Antibiotic therapy,other,other,other,MALT lymphoma,carried
Doxycycline-CyBorD,65890,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Targeted therapy,other,other,other,Light-chain (AL) amyloidosis,carried
DRC,38503,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Targeted therapy,other,other,other,Waldenstroem macroglobulinemia,carried
DRC (SC rituximab),120139,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Targeted therapy,other,other,other,Waldenstroem macroglobulinemia,carried
Durvalumab and Tremelimumab,7161,hemonc,0,1,0,0,0,1,Immunotherapy,other,other_recommended,other,Colorectal cancer; Hepatocellular carcinoma; Non-small cell lung cancer; Urothelial carcinoma,carried
Durvalumab monotherapy,5679,hemonc,0,1,0,0,0,1,Immunotherapy,other,pdl1_mono,pdl1_mono,Hepatocellular carcinoma; Non-small cell lung cancer; Urothelial carcinoma,carried
Duvelisib monotherapy,12339,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Chronic lymphocytic leukemia; Follicular lymphoma; Peripheral T-cell lymphoma,carried
E-CMF,14381,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer,carried
E-D,63774,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer,carried
E-X,135194,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer; TNBC Breast cancer,carried
EAR and G-CSF,24605,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,other,,carried
eBEACOPP (Prednisolone),1755,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,other,Classical Hodgkin lymphoma,carried
EBVP,22617,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Classical Hodgkin lymphoma,carried
EC-CMF,29168,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer,carried
EC-D,20160,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer; TNBC Breast cancer,carried
EC-D and Bevacizumab,58393,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; TNBC Breast cancer,carried
EC-H,135195,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
ECD-GC,145447,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,,carried
ECF,11737,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,Cholangiocarcinoma; Esophageal adenocarcinoma; Esophageal cancer; Gallbladder cancer; Gastric cancer,carried
ECH,9390,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
Eculizumab monotherapy,3922,hemonc,0,0,0,0,1,0,Immunosuppressive therapy; Supportive therapy,other,other,other,Atypical hemolytic uremic syndrome; Cold agglutinin disease; Paroxysmal nocturnal hemoglobinuria,carried
ECX,17934,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Esophageal adenocarcinoma; Esophageal cancer; Gastric cancer,carried
EDC,5978,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer,carried
Edrecolomab monotherapy,15287,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Colon cancer,carried
Efanesoctocog alfa monotherapy,145491,none,,,,0,,0,,other,other,other,,carried
Eflornithine monotherapy,135221,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Neuroblastoma,carried
EIA,36733,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Soft tissue sarcoma,carried
Elacestrant monotherapy,18395,hemonc,0,0,0,1,0,0,Endocrine therapy,other,other,other,Breast cancer; ER Breast cancer,carried
Elranatamab monotherapy,120162,hemonc,0,1,0,0,0,1,Immunotherapy,other,other,other,Multiple myeloma,carried
Eltrombopag monotherapy,3657,hemonc,0,0,0,0,1,0,Growth factor therapy,other,other,other,Aplastic anemia; Immune thrombocytopenia,carried
EMA/CO,47654,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Gestational trophoblastic neoplasia,carried
Enasidenib monotherapy,1925,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Acute myeloid leukemia; IDH Acute myeloid leukemia,carried
Encorafenib and Cetuximab,7741,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,BRAF Colorectal cancer; Colorectal cancer,carried
Enfortumab vedotin and Pembrolizumab,120168,hemonc,0,1,1,0,0,1,Antibody-drug conjugate therapy; Immunotherapy,ev_pembro,ev_pembro,ev_pembro,Urothelial carcinoma,carried
Enfortumab vedotin monotherapy,3566,hemonc,0,0,1,0,0,1,Antibody-drug conjugate therapy,other,other_recommended,ev_pembro,Urothelial carcinoma,carried
Ensartinib monotherapy,63931,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,ALK Non-small cell lung cancer; Non-small cell lung cancer,carried
Entrectinib monotherapy,48540,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Malignant solid neoplasm NTRK-mutated; Non-small cell lung cancer; ROS1 Non-small cell lung cancer,carried
Envafolimab monotherapy,112742,hemonc,0,1,0,0,0,1,Immunotherapy,other,other,other,Mismatch repair deficient malignancy,carried
Enzalutamide and Leuprolide,122262,hemonc,0,0,0,1,0,0,Endocrine therapy,other,other,other,Prostate cancer,carried
Enzalutamide and Talazoparib,148551,atc,,,,1,,1,,other,other,other,,carried
Enzalutamide monotherapy,9909,hemonc,0,0,0,1,0,0,Endocrine therapy,other,other,other,BRCA Prostate cancer; Breast cancer; Prostate cancer; TNBC Breast cancer,carried
EOF,17941,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Esophageal cancer; Gastric cancer,carried
EOX,17942,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Esophageal cancer; Gastric cancer,carried
EP-T,29453,atc,,,,0,,1,,other,other,other,,carried
Epcoritamab monotherapy,117017,hemonc,0,1,0,0,1,1,Immunotherapy; Supportive therapy,other,other,other,Diffuse large B-cell lymphoma; High-grade B-cell lymphoma; Transformed lymphoma,carried
EPIC (carboplatin),135233,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,carboplatin,Diffuse large B-cell lymphoma,carried
EPIC (cisplatin),135234,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,cisplatin,Diffuse large B-cell lymphoma,carried
Epirubicin and Ifosfamide,36420,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Small cell lung cancer; Soft tissue sarcoma,carried
Epirubicin and Paclitaxel (EP),5979,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer,carried
Epirubicin and Vinorelbine (VE),75556,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer,carried
Epirubicin monotherapy,6327,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer; Soft tissue sarcoma,carried
EPOCH,17279,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,other,Diffuse large B-cell lymphoma; Hodgkin lymphoma nodular lymphocyte-predominant,carried
Erdafitinib monotherapy,5686,hemonc,0,0,1,0,0,1,Targeted therapy,other,other_recommended,other,Urothelial carcinoma,carried
Eribulin and Margetuximab,35482,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
Eribulin and Trastuzumab,35488,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
Eribulin monotherapy,8190,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,BRCA Breast cancer; Breast cancer; ER Breast cancer; Leiomyosarcoma; Liposarcoma; TNBC Breast cancer,carried
Erlotinib and Bevacizumab,2587,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Carcinoma of unknown primary; Cholangiocarcinoma; Clear cell renal cell carcinoma; EGFR Non-small cell lung cancer; Gallbladder cancer; Hepatocellular carcinoma; Non-small cell lung cancer; Renal cell carcinoma,carried
Erlotinib and Gemcitabine,32789,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Pancreatic cancer,carried
Erlotinib and Ramucirumab,49968,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,EGFR Non-small cell lung cancer; Non-small cell lung cancer,carried
Erlotinib monotherapy,17426,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,EGFR Non-small cell lung cancer; Esophageal adenocarcinoma; Esophageal cancer; Malignant solid neoplasm EGFR-mutated; Myelodysplastic syndrome; Non-small cell lung cancer; Papillary renal cell carcinoma,carried
Erythropoetin alfa and Lenalidomide,122281,hemonc,0,0,1,0,1,1,Growth factor therapy; Targeted therapy,other,other,other,Myelodysplastic syndrome,carried
Erythropoetin beta and Lenalidomide,122282,hemonc,0,0,1,0,1,1,Growth factor therapy; Targeted therapy,other,other,other,Myelodysplastic syndrome,carried
Erythropoietin alfa monotherapy,53866,hemonc,0,0,0,0,1,0,Growth factor therapy,other,other,other,Myelodysplastic syndrome,carried
ESHAP,17233,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,cisplatin,Classical Hodgkin lymphoma; Diffuse large B-cell lymphoma,carried
Estradiol monotherapy,10379,hemonc,0,0,0,0,0,0,Endocrine therapy,other,other,other,Breast cancer; ER Breast cancer,carried
Etoposide and Methylprednisolone,24060,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Langerhans cell histiocytosis,carried
Etoposide and Mitoxantrone,1630,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Acute myeloid leukemia,carried
Etoposide monotherapy,3367,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Anaplastic glioma; Diffuse large B-cell lymphoma; Esophageal squamous cell carcinoma; Kaposi sarcoma; Ovarian cancer; Small cell lung cancer; Testicular cancer,carried
"Etoposide, Ifosfamide, Methotrexate",17297,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Diffuse large B-cell lymphoma,carried
EVAIA,18673,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Ewing sarcoma,carried
Everolimus and Exemestane,9270,hemonc,0,0,1,1,0,1,Endocrine therapy; Targeted therapy,other,other,other,Breast cancer; ER Breast cancer,carried
Everolimus and Lenvatinib,35823,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Clear cell renal cell carcinoma; Renal cell carcinoma,carried
Everolimus and Octreotide,28767,hemonc,0,0,1,0,0,1,Endocrine therapy; Targeted therapy,other,other,other,Neuroendocrine tumor; Pancreatic NET,carried
Everolimus and Rituximab,16492,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Diffuse large B-cell lymphoma,carried
Everolimus and Tamoxifen,9288,hemonc,0,0,1,1,0,1,Endocrine therapy; Targeted therapy,other,other,other,Breast cancer; ER Breast cancer,carried
Everolimus monotherapy,16485,hemonc,0,0,1,0,1,1,Supportive therapy; Targeted therapy,other,other,other,Classical Hodgkin lymphoma; Clear cell renal cell carcinoma; Diffuse large B-cell lymphoma; Mantle cell lymphoma; Neuroendocrine tumor; Non-clear cell renal cell carcinoma; Pancreatic NET; Renal cell carcinoma; Subependymal giant cell astrocytoma; Thymoma; Waldenstroem macroglobulinemia,carried
EVI,36682,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Small cell lung cancer,carried
Exemestane and Palbociclib,60434,hemonc,0,0,1,1,0,1,Endocrine therapy; Targeted therapy,other,other,other,Breast cancer; ER Breast cancer,carried
Exemestane and Trastuzumab,60435,hemonc,0,0,1,1,0,1,Endocrine therapy; Targeted therapy,other,other,other,Breast cancer; ER|ERBB2 Breast cancer,carried
Exemestane and Tucidinostat,79287,hemonc,0,0,1,1,0,1,Endocrine therapy; Targeted therapy,other,other,other,Breast cancer; ER Breast cancer,carried
Exemestane monotherapy,8392,hemonc,0,0,0,1,0,0,Endocrine therapy,other,other,other,Breast cancer; ER Breast cancer,carried
"Exemestane, Lapatinib, Trastuzumab",60436,hemonc,0,0,1,1,0,1,Endocrine therapy; Targeted therapy,other,other,other,Breast cancer; ER|ERBB2 Breast cancer,carried
F-MACHOP,17019,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,other,Diffuse large B-cell lymphoma,carried
F-SHAI,1797,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Acute myeloid leukemia,carried
FA,76057,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Gastric cancer,carried
FAC,5993,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Breast cancer; TNBC Breast cancer,carried
FAC and BCG,10095,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,other,Breast cancer,carried
FAC and Bevacizumab,7695,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer,carried
FAC-MV,64019,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Breast cancer,carried
FAC-T,112749,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer,carried
FAC-TH (Docetaxel),64020,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
FAC-TH (Paclitaxel),64021,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
FAM,20464,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Gastric cancer,carried
FAMTX,20489,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Gastric cancer,carried
FAS,32610,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Pancreatic NET,carried
FCA,11912,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,other,Chronic lymphocytic leukemia,carried
FCM,11925,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Chronic lymphocytic leukemia; Follicular lymphoma; Mantle cell lymphoma,carried
FCR,2937,hemonc,1,1,1,0,1,1,Chemotherapy; Immunotherapy; Supportive therapy; Targeted therapy,other,other,other,Chronic lymphocytic leukemia; Mantle cell lymphoma; Waldenstroem macroglobulinemia,carried
FEC,5925,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
FEC and Bevacizumab,7764,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer,carried
FEC and H,9399,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
FEC-TH (Docetaxel),64056,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
FEC-TH (Paclitaxel),64058,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
Fedratinib monotherapy,48563,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Myelofibrosis,carried
FELV,11750,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Cholangiocarcinoma; Gallbladder cancer,carried
FEMTX,20502,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Gastric cancer,carried
FLEC,32803,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,carboplatin,Pancreatic cancer,carried
FLEP,17943,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Esophageal cancer,carried
FLOT,17950,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Esophageal adenocarcinoma; Gastric cancer,carried
FLOX,13828,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Colon cancer,carried
Fludarabine and Alemtuzumab,12020,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,other,Chronic lymphocytic leukemia,carried
Fludarabine and Ibrutinib,66309,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Chronic lymphocytic leukemia,carried
Fludarabine and Prednisone,12512,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Chronic lymphocytic leukemia,carried
Fludarabine and Rituximab (FR),12782,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,other,Chronic lymphocytic leukemia; Cold agglutinin disease; Follicular lymphoma; MALT lymphoma; Mantle cell lymphoma; Waldenstroem macroglobulinemia,carried
Fludarabine monotherapy,12216,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Chronic lymphocytic leukemia; Follicular lymphoma; Mantle cell lymphoma; Marginal zone lymphoma; Waldenstroem macroglobulinemia,carried
Fluorouracil and Bevacizumab,35698,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Colorectal cancer,carried
Fluorouracil and Heptaplatin (FH),34754,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Gastric cancer,carried
Fluorouracil and Levamisole,15300,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,other,Colon cancer,carried
Fluorouracil and Methotrexate (MF),15369,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer; Colorectal cancer,carried
Fluorouracil and Mitomycin,15377,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Colorectal cancer; Gastric cancer,carried
Fluorouracil and Oxaliplatin (FUOX) and Tislelizumab,122390,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,other,Esophageal squamous cell carcinoma,carried
Fluorouracil and Paclitaxel,53882,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Esophageal squamous cell carcinoma,carried
Fluorouracil and Semustine,15384,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Colorectal cancer,carried
Fluorouracil and Streptozocin,28786,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Neuroendocrine tumor; Pancreatic NET,carried
Fluorouracil monotherapy,14287,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer; Colon cancer; Colorectal cancer; Gastric cancer; Head and neck cancer; Pancreatic cancer; Rectal cancer,carried
"Fluorouracil, Folinic acid, Mitomycin",20281,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Gastric cancer,carried
Fluoxymesterone and Tamoxifen,75726,hemonc,0,0,0,1,0,0,Endocrine therapy,other,other,other,Breast cancer; ER Breast cancer,carried
Fluoxymesterone monotherapy,10386,hemonc,0,0,0,0,0,0,Endocrine therapy,other,other,other,Breast cancer; ER Breast cancer,carried
Flutamide and Goserelin,33851,hemonc,0,0,0,1,0,0,Endocrine therapy,other,other,other,Prostate cancer,carried
Flutamide and Leuprolide,34375,hemonc,0,0,0,1,0,0,Endocrine therapy,other,other,other,Prostate cancer,carried
Flutamide monotherapy,34333,hemonc,0,0,0,1,0,0,Endocrine therapy,other,other,other,Prostate cancer,carried
FM,19386,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Follicular lymphoma,carried
FMP,19871,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Follicular lymphoma,carried
FNC,10102,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Breast cancer,carried
FND,19840,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,Follicular lymphoma,carried
FOLFIRI,14013,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Colorectal cancer; Esophageal adenocarcinoma; Gastric cancer; MSI-H Colorectal cancer; Pancreatic cancer; RAS Colorectal cancer,carried
FOLFIRI (L-Leucovorin),4376,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Colorectal cancer,carried
FOLFIRI and Bevacizumab,14656,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Colorectal cancer; MSI-H Colorectal cancer; RAS Colorectal cancer,carried
FOLFIRI and Bevacizumab (L-Leucovorin),4391,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Colorectal cancer,carried
FOLFIRI and Cetuximab,15194,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,BRAF Colorectal cancer; Colorectal cancer; RAS Colorectal cancer,carried
FOLFIRI and Cetuximab (L-Leucovorin),4392,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Colorectal cancer; RAS Colorectal cancer,carried
FOLFIRI and Panitumumab,15218,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Colorectal cancer; RAS Colorectal cancer,carried
FOLFIRI and Ramucirumab,14991,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Colorectal cancer,carried
FOLFIRI and Ziv-aflibercept,14992,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,other,Colorectal cancer,carried
FOLFIRINOX,14680,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Colorectal cancer; Pancreatic cancer; RAS Colorectal cancer; Rectal cancer,carried
FOLFIRINOX and Bevacizumab,39672,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Colorectal cancer,carried
FOLFIRINOX and Bevacizumab (L-Leucovorin),14681,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Colorectal cancer,carried
FOLFIRINOX/modified FOLFIRINOX +/- Chemoradiation,32779,hemonc,1,0,0,0,1,1,Chemotherapy; Radiotherapy; Supportive therapy,other,other,other,Pancreatic cancer,carried
FOLFOX,33193,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Pancreatic cancer,carried
FOLFOX chronotherapy,15397,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Colorectal cancer,carried
FOLFOX4,13829,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Colon cancer; Colorectal cancer; Esophageal cancer; Hepatocellular carcinoma; RAS Colorectal cancer,carried
FOLFOX4 (L-Leucovorin),4450,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Colorectal cancer,carried
FOLFOX4 and Bevacizumab,14776,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Colorectal cancer,carried
FOLFOX4 and Cetuximab,15195,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Colorectal cancer; RAS Colorectal cancer,carried
FOLFOX4 and Panitumumab,15196,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Colorectal cancer; RAS Colorectal cancer,carried
FOLFOXIRI and Panitumumab,36744,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Colorectal cancer; RAS Colorectal cancer,carried
Formestane monotherapy,10393,hemonc,0,0,0,1,0,0,Endocrine therapy,other,other,other,Breast cancer; ER Breast cancer,carried
Forodesine monotherapy,33468,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Peripheral T-cell lymphoma,carried
Fostamatinib monotherapy,23945,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Immune thrombocytopenia,carried
Fotemustine monotherapy,25589,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,CNS melanoma; Melanoma; Uveal melanoma,carried
FRD,27689,hemonc,0,0,1,0,1,1,Glucocorticoid therapy; Targeted therapy,other,other,other,Multiple myeloma,carried
Fruquintinib monotherapy,80322,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Colorectal cancer,carried
FUFOX,75877,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Colorectal cancer,carried
FUIRI,47677,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Colorectal cancer,carried
FULV,11598,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Cervical cancer; Cholangiocarcinoma; Colon cancer; Colorectal cancer; Gallbladder cancer; Gastric cancer; Hepatocellular carcinoma; Non-small cell lung cancer; Pancreatic cancer; Rectal cancer,carried
FULV (L-Leucovorin),4375,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Colorectal cancer; Gastric cancer,carried
FULV and Bevacizumab,47679,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Colorectal cancer,carried
FULV and Bevacizumab (L-Leucovorin),135317,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Colorectal cancer; RAS Colorectal cancer,carried
FULV and Gemcitabine,11751,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Cholangiocarcinoma; Esophageal cancer; Gallbladder cancer,carried
FULV and Levamisole,15361,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,other,Colon cancer,carried
FULV and nanoliposomal Irinotecan,33180,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Cholangiocarcinoma; Gallbladder cancer; Pancreatic cancer,carried
Fulvestrant and Palbociclib,9371,hemonc,0,0,1,1,0,1,Endocrine therapy; Targeted therapy,other,other,other,Breast cancer; ER Breast cancer,carried
Fulvestrant and Ribociclib,8954,hemonc,0,0,1,1,0,1,Endocrine therapy; Targeted therapy,other,other,other,Breast cancer; ER Breast cancer,carried
Fulvestrant monotherapy,8935,hemonc,0,0,0,1,0,0,Endocrine therapy,other,other,other,Breast cancer; ER Breast cancer; PIK3CA Breast cancer,carried
"Fulvestrant, Inavolisib, Palbociclib",145589,hemonc,0,0,1,1,0,1,Endocrine therapy; Targeted therapy,other,other,other,,carried
FUOX,47680,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Colorectal cancer; Esophageal squamous cell carcinoma,carried
Furmonertinib monotherapy,51353,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,EGFR Non-small cell lung cancer; Non-small cell lung cancer,carried
Futibatinib monotherapy,20253,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Cholangiocarcinoma,carried
G-CHOP,19111,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Targeted therapy,other,other,other,Follicular lymphoma,carried
G-CVP,19110,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Targeted therapy,other,other,other,Follicular lymphoma,carried
